Object,City of the judge’s office,Tax Related,Number of Lawyers,Number of Legal Parties,Number of Persons,Settlement,Value formatted,Unified Contribution formatted
OR-145009,Palermo,0,2,3,1,4355.024342616675,8503.136705847179,237.0
OR-140999,Bari,0,2,2,0,4391.39106276365,4371.18219771861,49.0
OR-145999,Milano,0,2,1,1,3151.3551776247255,4484.911657454059,98.0
OR-145999,Napoli,0,1,1,1,500.0,1000.0,43.0
OR-145009,Milano,0,2,1,1,1032.91,5000.0,49.0
OR-140999,Palermo,0,2,1,2,10139.381216363265,0.0,237.0
OR-145009,Venezia,0,1,1,2,1085.466349672962,5200.0,98.0
OR-140999,Bari,0,4,4,0,2044.6796754467582,2009.6822177528634,49.0
OR-145009,Torino,0,2,1,1,1038.0061430682651,5200.0,98.0
OR-145009,Bologna,0,2,7,2,3375.108196619074,3620.9336664087514,98.0
OR-140999,Roma,0,2,1,1,767.3747822261068,811.146604793902,21.5
OR-140999,Milano,0,1,1,1,176.60983784027036,190.0032604897458,43.0
OR-140999,Venezia,0,1,0,2,538.4494804756494,519.2574356610941,43.0
OR-140999,Palermo,0,1,3,0,3527.588453311024,3606.6098887692824,98.0
OR-145009,Napoli,0,2,1,1,5200.0,5200.0,98.0
*,Roma,0,1,2,0,1100.0,256.0808254477198,43.0
OR-140999,Milano,0,2,0,2,459.37909722664085,500.0,21.5
OR-145999,Roma,0,2,1,1,195.93239618656662,1995.7098216048666,98.0
OR-145999,Milano,0,0,1,2,294.35255553838834,298.67679539881766,43.0
OR-145009,*,0,2,1,1,834.1319522900079,805.6928234814947,43.0
OR-145999,Firenze,0,2,2,0,500.0,1000.0,43.0
OR-145999,*,0,1,2,0,2462.1656107901267,4375.700613488695,98.0
OR-145009,Bologna,0,2,2,1,3369.944006948808,12420.908160251522,206.0
OR-140999,*,0,1,1,1,250.0,250.0,43.0
OR-140999,Napoli,0,2,2,1,1197.4426406449618,4094.0147172489474,85.0
OR-145009,Torino,0,3,2,1,1368.1950985971494,3000.0,98.0
OR-145009,Napoli,0,1,1,2,1460.374899085765,1950.0176364931706,98.0
OR-140999,Roma,1,3,1,2,1.1985002688660045,1859.4237441274859,98.0
OR-145009,Napoli,0,5,4,3,917.8819006896852,5000.0,98.0
OR-145009,Genova,0,2,1,1,1032.91,5200.0,49.0
OR-140999,Bologna,0,1,0,2,341.50608667447057,335.1468619793475,43.0
OR-140999,Torino,0,1,0,2,1844.2691385409448,1900.2893112039353,98.0
OR-145009,*,0,2,2,1,3699.4193242017773,5200.0,98.0
OR-145999,Milano,0,2,1,1,72.93676881508597,639.9006846128528,43.0
OR-140999,*,0,2,1,2,2.0,581.5825095315734,43.0
OR-145999,Milano,0,1,1,1,177.00597667918456,236.92618073168683,43.0
OR-145009,Genova,0,3,3,0,400.00000000000006,1069.2181348987212,43.0
OR-140999,*,1,1,1,2,692.5711676549904,1640.9981136252352,98.0
OR-140999,Milano,0,2,1,1,3874.048648212492,4000.0,49.0
OR-145009,Milano,0,1,2,1,5016.746282515851,9585.512624007966,206.0
OR-145009,Milano,0,1,0,2,2000.0,2000.0,98.0
OR-140999,Milano,0,1,1,1,500.0,500.0,43.0
OR-145009,Bari,0,2,1,1,2509.801785392273,10940.874746107998,237.0
OR-145009,Milano,0,2,1,1,3198.8540598087443,15045.284441916876,237.0
OR-140999,Milano,0,2,0,2,3103.584712794994,3000.518330344836,49.0
OR-145999,Milano,0,1,1,1,948.4880562977432,954.6762313171547,43.0
OR-145009,Palermo,0,3,3,2,4765.221772207124,20000.0,237.0
OR-145999,Palermo,0,1,2,0,1153.9397731488634,2246.3129489247126,98.0
OR-145999,Firenze,0,1,1,2,2.0,606.4502881482211,43.0
OR-140999,Bologna,0,1,1,1,308.54772392757127,569.510883569946,43.0
OR-145999,Milano,0,2,1,1,1106.9202374118527,1166.3134781002852,98.0
OR-140999,Milano,0,3,2,2,13425.07621073895,13430.327055727354,237.0
OR-140999,*,0,2,5,1,604.5429393824138,600.0,43.0
OR-140999,Milano,0,1,1,2,600.0,588.5819276435402,43.0
OR-140999,Milano,0,3,2,1,950.0,1032.0,43.0
OR-140999,Milano,0,1,0,2,1000.0000000000001,1000.0,43.0
OR-140999,Venezia,0,2,1,1,400.00000000000006,402.20931854958314,43.0
OR-140999,Milano,1,2,0,17,4538.151399082065,4652.903330721505,98.0
OR-140999,Napoli,0,2,0,2,4300.872311628273,20000.0,237.0
OR-145999,Milano,0,2,0,2,680.1017425398527,1322.4394852350415,98.0
OR-145999,*,0,2,1,1,1150.5795225218037,2857.667852397757,49.0
OR-145009,Genova,0,1,0,2,1340.531039702272,1291.410366048651,98.0
OR-145009,*,0,1,2,2,2000.0,2500.0,98.0
OR-140999,Milano,0,2,2,1,699.0729911686807,1032.0,43.0
OR-140999,Milano,0,1,1,1,482.37331081234726,476.44776554462277,43.0
OR-140999,Milano,0,4,3,1,9044.400801260555,4868.094514413165,98.0
OR-145009,Bologna,0,2,2,1,500.0,1032.0,43.0
OR-140999,Milano,0,1,2,1,1354.3967477085207,1596.503628605717,98.0
OR-145009,Genova,0,3,2,1,500.0,500.0,43.0
*,Genova,0,1,2,0,800.0,800.0,43.0
OR-145009,Napoli,0,1,2,1,1329.360305223995,7472.508634510909,237.0
OR-145999,Roma,0,1,0,2,499.8650360053416,486.53739071134066,43.0
*,Milano,0,1,1,1,195.44908469858603,191.5368923053983,43.0
OR-145999,Milano,0,2,0,2,1768.753749764112,1773.9038918354192,98.0
OR-140999,Napoli,1,1,1,3,950.6564132384478,979.1435848846933,43.0
OR-140999,Roma,1,2,1,2,0.01,1300.0,98.0
OR-145999,Bologna,0,1,0,2,2219.015220515042,2217.635344253243,98.0
OR-145999,*,0,2,1,1,2200.0,2205.5515762340106,98.0
OR-140999,Torino,0,1,0,2,478.32327323216055,504.7713360662767,43.0
OR-140999,Milano,0,1,2,0,2058.5105603252305,2054.5131713958363,98.0
OR-145999,Milano,0,1,1,1,447.3760798604414,434.47392685131587,43.0
OR-145009,Roma,0,1,2,1,817.3724253877954,5200.0,98.0
OR-145009,Napoli,0,2,2,2,3050.629318257764,6320.971443013391,206.0
OR-140999,Milano,0,2,2,0,99.88752232090307,96.83646429622904,21.5
OR-145999,*,0,1,1,1,536.1910800876324,536.6986033733364,43.0
OR-145009,Napoli,0,2,1,1,800.0,5000.0,98.0
OR-140999,Palermo,1,1,1,1,6795.8922017289,6555.518656635582,237.0
OR-145999,Venezia,0,2,1,1,750.0000000000001,2014.8506459132914,98.0
OR-145009,Milano,0,1,2,2,320.7873748866247,890.0956778969633,43.0
OR-140999,Palermo,1,2,1,2,426.62365709743244,1637.523447075897,98.0
OR-140999,Roma,0,1,0,2,1903.9194010332205,1925.198309065886,98.0
OR-140999,Milano,0,2,1,1,500.0,500.0,43.0
OR-140999,Bari,0,2,2,1,538.2980268650597,1200.0828797771017,85.0
OR-145009,Bari,0,2,1,1,1383.3843831617094,1361.5088205946088,98.0
OR-145009,Cagliari,0,1,1,1,2465.142033059781,2498.1479816156952,98.0
OR-145999,Firenze,0,1,0,2,509.4633383263209,868.2269710657437,43.0
OR-140999,Milano,0,1,1,1,2980.958750636604,3006.7534237537116,98.0
OR-145999,Milano,0,1,0,2,1244.9257295204923,2534.3122059901043,98.0
OR-140999,Milano,0,2,2,0,500.0,5000.0,98.0
OR-140999,Milano,0,2,1,1,144.68031708107355,150.36606317327016,43.0
OR-145009,Napoli,0,3,2,2,5200.0,5200.0,98.0
OR-145009,Torino,0,2,2,1,1203.9555136461229,7990.470463910566,237.0
OR-145009,Palermo,0,2,1,1,3938.8693901744705,3986.865646924693,49.0
OR-140999,Milano,0,1,0,2,1000.0000000000001,951.0347140835363,43.0
OR-145009,Cagliari,0,2,1,1,1627.076781781224,5200.0,85.0
OR-145999,Milano,0,1,1,1,1032.0,1030.7596175277508,43.0
OR-145999,Milano,0,2,0,2,500.0,500.0,43.0
OR-145009,Firenze,0,1,2,1,600.0,1100.0,43.0
OR-140999,Palermo,1,2,1,2,182.28851558572734,174.8489590240451,43.0
OR-145999,Milano,0,2,1,1,401.014742966065,440.1814943890698,43.0
OR-140999,Bari,0,2,1,1,779.0871472155719,1300.0,98.0
OR-145999,Napoli,0,1,1,1,864.4496328403346,1000.0,43.0
OR-145009,Torino,0,2,2,1,3724.265654789841,5000.0,98.0
OR-140999,Palermo,1,3,1,2,600.0,2000.0,98.0
OR-145009,Roma,0,1,2,1,700.0,1033.0,43.0
OR-140999,Milano,0,2,0,2,1947.322024212651,1925.2027407769035,49.0
OR-140999,Firenze,0,2,1,1,601.4025437413243,600.0,43.0
OR-145999,Roma,0,2,1,1,400.00000000000006,400.6413612757996,43.0
OR-145999,Roma,0,1,1,1,2041.3743210006648,2023.985805589734,98.0
OR-145999,Milano,0,2,1,1,105.02744974970496,4601.862832027797,98.0
OR-140999,Napoli,1,1,0,3,671.2145347798747,599.8241193857183,43.0
OR-145009,Palermo,0,2,2,1,5337.320144540545,14330.985738603014,237.0
OR-145009,Napoli,0,2,1,1,3657.3392978285196,5200.0,98.0
OR-140999,*,0,1,1,1,500.0,1000.0,43.0
OR-140999,Milano,0,1,1,2,3062.379366924039,5200.0,98.0
OR-140999,Torino,0,1,2,2,3508.1336565373476,3500.0,98.0
OR-145009,Milano,0,2,0,2,5000.0,5000.0,49.0
OR-140999,Napoli,0,1,2,0,1166.1556394904615,1178.9168923874865,98.0
OR-140999,Milano,0,2,2,0,2172.173203494476,2157.6106273856294,49.0
OR-140999,Firenze,0,2,1,1,1380.3317191990134,1349.7228097881127,98.0
OR-145009,*,0,2,1,1,3598.8487987475733,3653.233338310805,98.0
OR-140999,Torino,0,2,0,2,849.5967346766859,900.0,43.0
OR-145009,Milano,0,4,1,3,1639.276729647643,5000.0,98.0
OR-140999,Milano,0,2,1,1,1000.0000000000001,3307.5078061235554,49.0
OR-140999,Milano,0,2,1,1,7698.48767795643,7679.735436798271,237.0
OR-145009,Milano,0,2,1,1,4206.22112432201,26000.0,237.0
OR-145999,Bologna,0,1,0,2,500.0,500.0,43.0
OR-140999,*,0,3,4,0,1107.0010278485272,1100.0,98.0
OR-140999,Milano,0,1,1,1,653.5484628229805,642.2904855024719,43.0
OR-145009,Milano,0,2,1,1,4137.409626223366,4175.459579443083,98.0
OR-140999,Milano,0,2,1,1,415.35711958420063,441.4208636894798,43.0
OR-140999,Milano,0,1,0,2,452.53940766733854,466.79482408169486,43.0
OR-145999,Milano,0,2,0,2,1589.3848027716272,1601.214300233506,49.0
OR-140999,Roma,0,2,1,1,750.0000000000001,756.0156495368947,43.0
OR-145999,Torino,0,2,0,2,681.7294336287789,1300.0,98.0
OR-140999,Napoli,1,3,1,3,233.1451160657372,582.7533425055007,43.0
OR-145009,Milano,0,3,1,2,1810.591469948885,3287.213742010302,98.0
OR-140999,Napoli,1,2,1,2,176.41995280796482,171.75821940362943,43.0
OR-145999,Milano,0,1,0,2,1500.0,1470.4674128831791,98.0
OR-145999,Milano,0,1,1,2,42.64817229890507,0.0,43.0
OR-140999,Torino,0,1,1,1,3962.7611594031446,5000.0,98.0
OR-145009,Torino,0,2,0,2,1429.1504509548556,2165.4630533771624,98.0
OR-140999,Milano,0,1,0,2,1206.5147576294967,1360.6913266614351,98.0
*,Palermo,0,1,1,2,900.0,829.8297842119281,43.0
OR-140999,Milano,0,1,0,2,768.539053081779,751.3024250679983,43.0
OR-140999,Milano,0,2,1,1,2864.8548645701167,3667.84685055852,98.0
OR-145999,Torino,0,2,1,1,2037.844644824858,2053.7215795427846,98.0
OR-145009,Bari,0,2,2,1,2246.7443781772595,4823.535581403286,98.0
OR-140999,Napoli,0,2,1,1,1.0,4424.070075159065,98.0
OR-140999,Cagliari,0,2,0,2,2743.633121597097,4981.483211337179,98.0
OR-145009,Milano,0,1,1,1,2169.4338667359,2248.1188728540137,98.0
*,Torino,0,2,0,2,2701.542365780301,4934.246004818436,98.0
OR-145009,Napoli,0,2,2,1,6844.7146797463365,15416.435501846801,237.0
OR-145009,Bari,0,1,1,1,1015.731182117704,5000.0,98.0
OR-145999,Palermo,0,2,1,1,900.0,851.5633457036968,43.0
OR-145999,Venezia,0,2,1,1,757.3254170254238,1033.0,43.0
OR-145999,*,0,2,0,2,1833.1177652553579,1827.8654745457952,49.0
OR-145009,Milano,0,2,1,1,1500.0,3771.1116276212642,98.0
OR-145009,Palermo,0,4,5,1,19360.444457931986,19758.08484389954,237.0
*,*,0,1,2,0,2500.0,4011.009531983407,98.0
OR-140999,Bologna,0,3,2,1,2104.7204011610015,3497.4714561867827,85.0
OR-140999,Palermo,0,3,2,1,4210.935036687746,4133.056172819778,42.5
OR-145009,Palermo,0,1,2,1,2299.1332229224436,2289.2595160515752,98.0
OR-145009,Milano,0,1,1,1,1972.9913604379574,5000.0,98.0
OR-145009,Palermo,0,1,1,1,500.0,5200.0,98.0
OR-145009,Roma,0,3,1,2,2.0,2802.5619749509306,98.0
OR-140999,*,0,1,1,1,400.00000000000006,400.0,43.0
OR-145999,Venezia,0,1,1,1,1592.9689345347665,1559.3241552700447,98.0
OR-145009,Milano,0,2,1,1,4282.912577894499,20000.0,237.0
OR-145009,Palermo,0,2,2,1,4372.170978241675,5200.0,98.0
OR-145009,*,0,2,2,2,2809.7170930389952,19756.922352288893,237.0
OR-140999,Milano,0,1,0,2,1000.0000000000001,1000.0,43.0
OR-145999,Milano,0,1,0,2,829.9600821327474,940.69410185398,43.0
OR-140999,Venezia,0,1,1,1,2075.1813579242576,2000.0,98.0
OR-145009,Napoli,0,4,5,1,13231.871565016178,20000.0,237.0
OR-140999,Milano,0,1,0,2,913.2362065654299,897.8263433155946,43.0
OR-145009,Milano,0,2,2,1,541.6990174233719,2524.5363562461876,98.0
OR-145009,Bari,0,2,0,2,1404.928330057439,3458.2751737902877,98.0
OR-145009,Napoli,0,3,1,2,2512.524604492904,5200.0,85.0
OR-145009,Milano,0,1,2,1,2721.1617158274225,3827.889506275079,98.0
OR-145999,Napoli,0,2,1,1,500.0,500.0,43.0
OR-140999,Milano,0,2,0,2,403.55088480674135,2318.2030223375878,98.0
OR-145009,Torino,0,2,2,3,1500.0,6939.764794158203,237.0
OR-140999,Genova,0,1,0,2,2412.6707031513793,2398.3105435453604,98.0
OR-140999,Torino,0,2,1,1,2284.2534745024554,2200.0,98.0
OR-145999,Bari,0,1,2,0,500.0,500.0,43.0
OR-140999,Napoli,0,2,1,1,684.7432954369934,1342.804494890833,98.0
OR-145999,Milano,0,1,0,2,1274.105932456084,1234.0733067774588,98.0
OR-140999,*,0,2,1,1,3000.0,5000.0,98.0
OR-140999,Genova,0,4,0,4,2641.8129270593113,3094.0248821886557,98.0
OR-145009,Roma,0,1,1,3,1605.08996429189,1638.2801985232124,98.0
OR-145009,Milano,0,2,1,1,2954.5241694778547,3109.2446638879765,49.0
OR-145999,*,0,2,2,1,393.91713941543094,715.8646765320802,43.0
*,Napoli,0,2,1,2,250.0,1000.0,43.0
OR-140999,Bari,0,1,1,1,250.0,250.0,43.0
OR-140999,Napoli,0,2,1,1,3749.6237345163977,4466.876631543692,98.0
OR-140999,*,0,1,0,2,500.0,500.0,43.0
OR-145009,Bologna,0,3,2,2,20000.0,20000.0,353.83748505423335
OR-145999,Bari,0,1,2,0,4495.924777612035,4930.933508969724,98.0
OR-145999,*,0,1,1,1,300.0,300.0551509415704,43.0
OR-140999,Torino,0,2,3,0,4704.5343325426265,5200.0,98.0
OR-145999,Roma,0,1,1,1,138.7301194017334,144.47667147029728,43.0
OR-145009,*,0,2,1,1,1036.7656868145484,4357.967340620187,49.0
OR-140999,Firenze,0,3,2,1,156.09612849484955,151.71284187545808,43.0
OR-140999,*,0,2,1,1,3499.503428246291,4681.473218411731,98.0
OR-145999,*,0,2,2,0,1978.1341196942274,3463.3026469776437,98.0
OR-140999,Roma,0,2,1,1,250.0,259.61552760750084,43.0
OR-140999,Napoli,0,3,2,1,654.7456748549911,653.122246463295,43.0
OR-140999,Torino,0,1,2,0,2759.0395095125614,4457.163636480798,98.0
OR-140999,Bari,0,1,2,0,1000.0000000000001,984.0794331362604,43.0
OR-140999,Milano,0,2,1,1,1032.91,1035.2674747983267,21.5
OR-140999,Milano,0,2,1,1,3538.917710636548,3579.019210847524,49.0
OR-145999,Firenze,0,3,2,1,623.5806006702513,2000.0,49.0
OR-140999,*,0,4,4,0,1757.7788668876278,1736.3183988708513,49.0
OR-145999,Napoli,0,1,0,2,3565.7605438234864,3518.190177127833,98.0
OR-140999,*,0,1,2,0,726.2321032809423,722.8978530487198,43.0
OR-145009,Milano,0,2,1,1,1636.8424105812546,4322.963847366769,98.0
OR-145009,*,0,2,2,1,1394.3388270073235,2866.54272272336,98.0
OR-145999,Milano,0,2,1,1,2217.2392166904874,2244.670405307666,49.0
OR-145009,*,0,2,2,2,10411.858708942846,10105.473504989577,206.0
OR-145009,Milano,0,4,5,2,20000.0,20000.0,237.0
OR-140999,*,0,2,1,1,2782.4138259290858,2783.5585184742763,98.0
OR-145009,Torino,0,2,0,2,1.0,15022.301742923659,237.0
OR-140999,Venezia,0,2,0,2,2617.894543184078,2553.8687710558893,98.0
OR-140999,Milano,0,1,0,2,4476.570228756708,4413.850516719864,98.0
OR-140999,Bologna,0,2,0,2,2933.526660379241,3704.9233933703053,98.0
OR-145999,Milano,0,1,1,1,1100.0,5000.0,85.0
OR-145009,Palermo,0,2,3,1,915.4663563596846,1595.387295275743,98.0
OR-145999,Venezia,0,1,2,0,2119.019766522929,2095.1099926860825,98.0
OR-145009,Napoli,0,4,2,2,4880.563887750342,4820.1940538819035,98.0
OR-145009,Cagliari,0,2,2,1,1199.9999999999998,1241.4684066844052,98.0
OR-140999,Milano,0,2,2,2,573.6010423122522,0.0,237.0
OR-140999,*,0,2,1,1,800.0,826.3683333210172,43.0
OR-145999,Torino,0,2,0,2,1100.0,2685.0401352808476,49.0
OR-140999,Torino,0,2,1,2,782.5014806411899,772.1408162742403,43.0
OR-145999,Venezia,0,2,1,1,750.0902138505679,750.0,43.0
OR-145009,Milano,0,2,2,1,500.0,1902.975318011369,98.0
OR-140999,*,0,2,1,1,545.9703572870425,538.9790344378621,43.0
*,Torino,0,1,0,2,256.6416314765507,251.6720112653082,43.0
OR-140999,Milano,0,4,4,0,591.6566231289573,600.0,21.5
OR-140999,Bari,0,1,2,0,4566.21328109233,10265.804404432754,237.0
OR-145999,Roma,0,2,0,2,791.7819153003421,813.4131350015302,43.0
OR-140999,Palermo,0,1,2,0,1851.2365577738444,5000.0,49.0
OR-140999,Milano,0,1,1,1,442.51848907596735,450.0,43.0
OR-140999,Napoli,0,1,1,1,1356.3955963799528,1347.0778922841243,98.0
OR-145009,Napoli,0,2,2,1,2093.408418803001,2000.0,98.0
OR-145999,Milano,0,1,0,2,79.84023766836675,57.66758205476002,43.0
OR-140999,Napoli,0,2,1,1,1032.9958068029762,4602.6252872927535,98.0
OR-145999,*,0,1,3,0,399.4904749679031,500.0,43.0
OR-140999,Napoli,0,1,1,1,3471.2467135921274,3496.727757138745,98.0
OR-140999,Milano,0,1,0,2,500.0,500.0,43.0
OR-145009,Napoli,0,2,1,1,9125.534863085635,26000.0,237.0
OR-145009,Napoli,0,2,2,3,1754.257526759116,4651.667093686365,85.0
OR-145999,Milano,0,1,0,2,2729.2942624682228,2798.14101893746,98.0
OR-145999,Milano,0,1,0,2,3075.5978795647275,5000.0,98.0
OR-145009,Bari,0,1,1,1,3959.7357069133623,3850.316345866276,98.0
OR-145999,Napoli,0,2,2,1,500.0,500.0,43.0
OR-145009,Roma,0,3,2,1,1149.5114031717844,5200.0,98.0
OR-145999,Roma,0,2,0,2,2000.0,2000.0,98.0
OR-145009,*,0,2,1,2,1100.0,5129.27444845886,98.0
OR-145999,Milano,0,2,1,1,850.0,845.2113005044389,43.0
OR-145009,Palermo,0,3,4,1,7091.485749643783,18063.775139175752,237.0
OR-145009,Firenze,0,2,1,1,500.0,3000.0,98.0
OR-140999,Milano,0,1,1,1,760.3114638795453,780.9842205179724,43.0
OR-145999,Palermo,0,2,1,1,3209.739341509052,3177.7320587253007,49.0
OR-145009,Napoli,0,2,3,0,4840.47368588851,9554.677737550928,206.0
OR-140999,Roma,0,2,1,1,500.0,500.0,43.0
OR-140999,Napoli,1,2,1,2,600.0,1596.8621450309472,98.0
OR-145009,Genova,0,2,3,1,3581.9785223301456,4832.6310731488675,98.0
OR-145999,Venezia,0,2,1,1,2071.4279736844796,2332.9725352301257,98.0
OR-145009,Milano,0,2,2,1,2002.4174423183172,2013.3998631069226,98.0
OR-140999,Milano,0,1,1,1,2500.0,2618.153234905497,98.0
OR-145999,Milano,0,2,0,2,500.0,500.0,43.0
OR-145999,Palermo,0,2,0,2,2000.0,2032.261857359163,49.0
OR-140999,Milano,0,5,4,2,745.9708262167527,892.1376811915246,43.0
OR-140999,Milano,0,1,1,1,369.35832035810387,440.5835205795088,43.0
*,Milano,0,1,2,0,3321.201141033537,3662.383399777713,98.0
OR-140999,Genova,0,2,0,2,3507.830829048634,3503.8177765719975,98.0
OR-145009,*,0,2,2,1,2927.179068960848,9403.238939973488,237.0
OR-145999,*,0,1,0,2,1997.1653066310894,1944.6975968662903,98.0
OR-145009,Firenze,0,2,0,2,1079.281998618502,1100.0,43.0
OR-145009,Venezia,0,2,1,2,8892.509115973766,11267.991424795928,237.0
OR-140999,Roma,0,4,4,0,1133.810920385475,1200.0,98.0
OR-140999,Napoli,0,2,1,1,388.2602463661883,400.0,43.0
*,Firenze,0,1,2,0,1179.4601608754942,1136.4176154246402,98.0
OR-145999,Roma,0,1,1,1,2014.0571062564616,2000.0,98.0
OR-140999,Firenze,0,1,1,1,650.2653243105099,1000.0,43.0
OR-145009,Napoli,0,3,3,2,3869.143862985766,5200.0,85.0
OR-140999,Milano,0,3,2,1,500.0,500.0,43.0
OR-145009,Palermo,0,1,3,1,749.6809481852807,730.2616106363129,43.0
OR-145009,*,0,1,1,1,1917.030975219587,3169.7555046345565,85.0
OR-145999,Milano,0,1,0,2,250.0,250.0,43.0
OR-145009,Palermo,0,1,1,1,2381.673081333316,2405.383576470821,98.0
OR-145009,Genova,0,2,2,1,1000.0000000000001,1100.0,43.0
OR-140999,Bologna,0,1,0,2,249.58212542934814,250.0,43.0
OR-145999,Milano,0,1,0,2,635.7602627265682,625.7985132158957,43.0
OR-145009,Milano,0,2,1,1,3697.6043120215363,9681.543974825383,237.0
OR-145999,Torino,0,4,3,1,1888.4850029166141,1906.846357297722,98.0
OR-140999,Bari,0,2,2,1,1203.0762538277738,2000.0,98.0
OR-145999,Milano,0,2,1,1,1299.84230737591,1907.7917422097244,98.0
OR-145999,Napoli,0,2,1,1,5752.579469770673,10007.966777954529,237.0
OR-145999,Roma,0,2,1,1,1300.169030785761,1322.3459808823225,98.0
OR-145009,Palermo,0,4,1,3,4691.420893819483,3000.0,85.0
OR-145999,Palermo,0,0,3,0,500.0,500.0057891914063,43.0
OR-145009,Milano,0,2,1,1,3610.9152753446106,20000.0,237.0
*,Napoli,0,0,1,1,600.0,585.1448196642064,43.0
OR-140999,Palermo,1,2,1,1,1.0,192.96462320143425,43.0
OR-140999,Torino,0,1,0,2,638.2400842160378,631.9895751941265,43.0
OR-145009,Bari,0,2,2,1,4949.154438878301,5200.0,237.0
OR-145009,Milano,0,1,1,1,1199.9999999999998,1201.3406118234366,98.0
*,Torino,0,1,2,0,3681.19491595343,4145.416389852801,98.0
OR-145999,Venezia,0,2,3,0,4938.3626565485165,5000.0,98.0
OR-140999,Bologna,0,1,0,2,250.0,250.0,43.0
OR-145009,Torino,0,2,1,1,1598.7899926804637,5200.0,98.0
OR-140999,Bologna,0,1,0,2,1199.9999999999998,1664.004151652892,98.0
OR-140999,Roma,0,1,1,1,900.0,882.0710412864435,43.0
OR-145999,Firenze,0,1,2,0,1173.430024807895,1330.7901640546756,98.0
OR-140999,Firenze,0,2,1,2,400.00000000000006,375.8091759083028,43.0
OR-145009,Napoli,0,2,1,1,5200.0,5200.0,98.0
OR-140999,Napoli,1,2,1,2,3393.976358363343,3240.590697362015,98.0
OR-140999,Milano,0,2,2,0,2335.7733475464183,2211.1032859082193,49.0
OR-145999,Bologna,0,1,2,0,1958.560790640553,1919.2283327380405,98.0
OR-145999,*,0,2,2,1,540.6911004844129,5200.0,98.0
OR-145009,*,0,2,2,1,5199.997151958719,5200.0,98.0
OR-145999,Milano,0,1,1,1,1000.0000000000001,1013.9131753471404,21.5
OR-145009,Firenze,0,1,3,1,602.4563701623505,1830.4839064501668,98.0
OR-140999,Venezia,0,1,1,1,250.0,400.0,43.0
OR-145009,Roma,0,2,1,1,1000.0000000000001,1000.0,21.5
OR-145999,Roma,0,2,2,1,550.2922660004916,1477.9818538410414,98.0
OR-140999,Firenze,0,1,0,2,2804.6987993832536,2740.0636669421156,98.0
OR-145999,Bari,0,5,4,1,1217.1558186267482,2051.177221191711,98.0
OR-145009,Genova,0,2,1,2,950.0,5200.0,237.0
OR-145999,*,0,2,1,1,500.0,500.0,43.0
OR-140999,Palermo,1,4,1,3,167.28880326289345,328.5428099814812,43.0
OR-140999,Palermo,0,1,1,1,459.65317813770787,448.69721710292487,43.0
OR-140999,Milano,0,2,0,2,2605.855540248287,2609.9790457424033,98.0
OR-140999,Milano,0,1,1,1,995.0274403234465,1032.91,37.0
OR-145009,Palermo,0,1,2,2,3610.502890424472,4434.2048881659875,98.0
OR-145999,Milano,0,1,1,1,1866.1776715251906,1758.9183316144238,98.0
OR-145009,Bari,0,2,1,1,10745.50898581737,20000.0,206.0
OR-140999,Firenze,0,1,1,1,612.7349711055986,743.9196786408221,43.0
OR-140999,Milano,0,2,0,2,1136.8415116559147,1301.4450568988084,98.0
OR-140999,Palermo,0,1,1,1,14885.7570275991,15169.630908880597,237.0
OR-145999,Milano,0,1,0,2,1000.0000000000001,1000.0,43.0
OR-145009,Bari,0,5,3,3,3599.3381041936505,20000.0,237.0
OR-145999,Venezia,0,1,1,1,1500.0,1851.3834272549218,98.0
OR-145009,Bari,0,3,2,1,786.6802272427998,1100.0,43.0
OR-140999,Milano,0,2,1,1,2598.825983272006,2558.917309036086,98.0
OR-145999,Milano,0,1,0,2,519.7030102412341,516.0,43.0
OR-145999,Venezia,0,1,2,0,367.380838348667,348.0534828809317,43.0
OR-145009,Torino,0,2,0,2,1550.1961470945364,5000.0,98.0
OR-145999,Napoli,0,1,1,1,250.0,250.0,43.0
OR-140999,*,0,1,2,0,4192.9696352456795,4408.700000266333,98.0
OR-140999,Milano,0,2,2,1,595.3947430729658,5000.0,98.0
OR-140999,Milano,1,0,1,2,500.0,667.6722235930562,43.0
OR-140999,Torino,0,2,0,3,3967.447445470106,4349.779517485843,85.0
OR-145999,Palermo,0,2,3,1,15325.122625517502,17021.620337224602,237.0
OR-140999,Bologna,0,2,1,1,3616.5774214539933,0.0,237.0
OR-145009,Bari,0,2,1,1,917.2249329941272,2428.7242345632535,98.0
OR-145009,Torino,0,2,2,1,2898.0738821240852,6701.191852537526,237.0
OR-140999,Firenze,1,3,1,2,185.684680845775,1100.0,98.0
OR-145009,Milano,0,1,0,2,2424.8388570854872,3000.0,98.0
OR-145999,Milano,0,1,0,2,646.3887186623643,608.7516576467891,43.0
OR-145999,Milano,0,1,1,1,200.422645779893,211.86139302250442,43.0
OR-140999,Roma,0,2,1,1,700.0,709.323660409669,43.0
OR-140999,Torino,0,1,2,0,442.912169286697,400.90071548988686,43.0
